Isotype	Strain	Sequencing Run	Sequencing Library	Source	ReadGroup	Library Preparation Method	Trimming
QX1212	QX1214	Princeton1	PL_21	Princeton	Princeton1-PL_21-QX1214	Sonication	NA
QX1212	QX1212	Princeton1	PL_5	Princeton	Princeton1-PL_5-QX1212	Sonication	NA
QX1212	QX1213	Princeton1	PL_5	Princeton	Princeton1-PL_5-QX1213	Sonication	NA
QX1212	QX1212	Princeton1	PL_6	Princeton	Princeton1-PL_6-QX1212	Sonication	NA
QX1212	QX1213	Princeton1	PL_6	Princeton	Princeton1-PL_6-QX1213	Sonication	NA
QX1212	QX1214	Princeton1	PL_7	Princeton	Princeton1-PL_7-QX1214	Sonication	NA
QX1212	QX1214	Princeton1	PL_8	Princeton	Princeton1-PL_8-QX1214	Sonication	NA
QX1211	QX1211	BGI1	RET3	Andersen	BGI1-RET3-QX1211	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1215	BGI1	RET3	Andersen	BGI1-RET3-QX1215	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1216	BGI1	RET7	Andersen	BGI1-RET7-QX1216	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1211	BGI2	RET3	Andersen	BGI2-RET3-QX1211	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1215	BGI2	RET3	Andersen	BGI2-RET3-QX1215	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1216	BGI2	RET7	Andersen	BGI2-RET7-QX1216	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1211	BGI3	RET3a	Andersen	BGI3-RET3a-QX1211	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1215	BGI3	RET3b	Andersen	BGI3-RET3b-QX1215	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1216	BGI3	RET7b	Andersen	BGI3-RET7b-QX1216	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
QX1211	QX1211	Princeton1	PL_1	Princeton	Princeton1-PL_1-QX1211	Sonication	NA
QX1211	QX1215	Princeton1	PL_7	Princeton	Princeton1-PL_7-QX1215	Sonication	NA
QX1211	QX1215	Princeton1	PL_8	Princeton	Princeton1-PL_8-QX1215	Sonication	NA
QX1211	QX1211	Rockman	R106.4	Rockman	Rockman-R106.4-QX1211	Sonication	NA
WN2001	WN2014	BGI1	RET4	Andersen	BGI1-RET4-WN2014	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2011	BGI1	RET5	Andersen	BGI1-RET5-WN2011	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2018	BGI1	RET5	Andersen	BGI1-RET5-WN2018	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2001	BGI1	RET6	Andersen	BGI1-RET6-WN2001	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2017	BGI1	RET6	Andersen	BGI1-RET6-WN2017	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2010	BGI1	RET7	Andersen	BGI1-RET7-WN2010	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2013	BGI1	RET7	Andersen	BGI1-RET7-WN2013	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2016	BGI1	RET7	Andersen	BGI1-RET7-WN2016	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2019	BGI1	RET7	Andersen	BGI1-RET7-WN2019	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2020	BGI1	RET7	Andersen	BGI1-RET7-WN2020	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2014	BGI2	RET4	Andersen	BGI2-RET4-WN2014	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2011	BGI2	RET5	Andersen	BGI2-RET5-WN2011	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2018	BGI2	RET5	Andersen	BGI2-RET5-WN2018	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2001	BGI2	RET6	Andersen	BGI2-RET6-WN2001	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2017	BGI2	RET6	Andersen	BGI2-RET6-WN2017	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2010	BGI2	RET7	Andersen	BGI2-RET7-WN2010	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2013	BGI2	RET7	Andersen	BGI2-RET7-WN2013	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2016	BGI2	RET7	Andersen	BGI2-RET7-WN2016	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2019	BGI2	RET7	Andersen	BGI2-RET7-WN2019	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2020	BGI2	RET7	Andersen	BGI2-RET7-WN2020	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2021	BGI3	RET1b	Andersen	BGI3-RET1b-WN2021	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2014	BGI3	RET4b	Andersen	BGI3-RET4b-WN2014	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2011	BGI3	RET5b	Andersen	BGI3-RET5b-WN2011	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2018	BGI3	RET5b	Andersen	BGI3-RET5b-WN2018	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2001	BGI3	RET6b	Andersen	BGI3-RET6b-WN2001	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2017	BGI3	RET6b	Andersen	BGI3-RET6b-WN2017	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2010	BGI3	RET7b	Andersen	BGI3-RET7b-WN2010	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2013	BGI3	RET7b	Andersen	BGI3-RET7b-WN2013	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2016	BGI3	RET7b	Andersen	BGI3-RET7b-WN2016	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2019	BGI3	RET7b	Andersen	BGI3-RET7b-WN2019	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2020	BGI3	RET7b	Andersen	BGI3-RET7b-WN2020	Tagmentation	ILLUMINACLIP:NexteraPE-PE.fa:2:80:10 MINLEN:45
WN2001	WN2001	Princeton1	PL_3	Princeton	Princeton1-PL_3-WN2001	Sonication	NA
WN2001	WN2001	Princeton1	PL_4	Princeton	Princeton1-PL_4-WN2001	Sonication	NA
